XCoord;YCoord
-315307,851;-1280172,409
-315506,070;-1280150,532
-315704,199;-1280127,864
-315902,237;-1280104,406
-316100,179;-1280080,158
-316298,023;-1280055,120
-316495,766;-1280029,292
-316693,404;-1280002,676
-316890,934;-1279975,271
-317088,353;-1279947,079
-317285,658;-1279918,098
-317482,846;-1279888,331
-317679,914;-1279857,777
-317876,858;-1279826,436
-318073,675;-1279794,310
-318270,363;-1279761,399
-318466,918;-1279727,703
-318663,336;-1279693,224
-318859,616;-1279657,960
-319055,753;-1279621,914
-319251,745;-1279585,085
-319447,588;-1279547,474
-319643,280;-1279509,082
-319838,817;-1279469,910
-320034,196;-1279429,957
-320229,414;-1279389,225
-320424,468;-1279347,715
-320619,355;-1279305,426
-320814,071;-1279262,360
-321008,614;-1279218,517
-321202,981;-1279173,899
-321397,168;-1279128,505
-321591,172;-1279082,336
-321784,990;-1279035,394
-321978,620;-1278987,678
-322172,058;-1278939,191
-322365,300;-1278889,931
-322558,345;-1278839,901
-322751,188;-1278789,101
-322943,827;-1278737,532
-323136,259;-1278685,195
-323328,480;-1278632,090
-323520,488;-1278578,218
-323712,279;-1278523,581
-323903,851;-1278468,178
-324095,200;-1278412,012
-324286,324;-1278355,082
-324477,218;-1278297,390
-324667,882;-1278238,937
-324858,310;-1278179,724
-325048,500;-1278119,751
-325238,450;-1278059,019
-325428,156;-1277997,530
-325617,615;-1277935,285
-325806,823;-1277872,284
-325995,780;-1277808,528
-326184,480;-1277744,019
-326372,921;-1277678,757
-326561,100;-1277612,744
-326749,014;-1277545,980
-326936,661;-1277478,467
-327124,036;-1277410,206
-327311,138;-1277341,197
-327497,963;-1277271,443
-327684,508;-1277200,943
-327870,770;-1277129,700
-328056,746;-1277057,714
-328242,433;-1276984,986
-328427,829;-1276911,518
-328612,930;-1276837,311
-328797,734;-1276762,365
-328982,237;-1276686,683
-329166,436;-1276610,265
-329350,330;-1276533,112
-329533,913;-1276455,227
-329717,185;-1276376,609
-329900,141;-1276297,261
-330082,779;-1276217,183
-330265,096;-1276136,377
-330447,090;-1276054,844
-330628,756;-1275972,585
-330810,093;-1275889,602
-330991,097;-1275805,896
-331171,766;-1275721,469
-331352,096;-1275636,321
-331532,085;-1275550,454
-331711,730;-1275463,870
-331891,028;-1275376,569
-332069,976;-1275288,554
-332248,572;-1275199,825
-332426,812;-1275110,384
-332604,694;-1275020,233
-332782,214;-1274929,373
-332959,371;-1274837,805
-333136,161;-1274745,530
-333312,581;-1274652,551
-333488,628;-1274558,869
-333664,301;-1274464,484
-333839,595;-1274369,400
-334014,509;-1274273,617
-334189,038;-1274177,136
-334363,182;-1274079,960
-334536,936;-1273982,089
-334710,299;-1273883,526
-334883,266;-1273784,272
-335055,837;-1273684,329
-335228,006;-1273583,698
-335399,774;-1273482,380
-335571,135;-1273380,378
-335742,088;-1273277,692
-335912,630;-1273174,326
-336082,758;-1273070,279
-336252,469;-1272965,555
-336421,761;-1272860,154
-336590,631;-1272754,078
-336759,077;-1272647,330
-336927,095;-1272539,910
-337094,683;-1272431,820
-337261,839;-1272323,063
-337428,559;-1272213,639
-337594,841;-1272103,551
-337760,683;-1271992,800
-337926,081;-1271881,388
-338091,033;-1271769,317
-338255,537;-1271656,589
-338419,590;-1271543,205
-338583,189;-1271429,167
-338746,331;-1271314,477
-338909,014;-1271199,138
-339071,236;-1271083,150
-339232,994;-1270966,515
-339394,285;-1270849,236
-339555,107;-1270731,315
-339715,457;-1270612,752
-339875,332;-1270493,550
-340034,731;-1270373,712
-340193,650;-1270253,238
-340352,087;-1270132,131
-340510,039;-1270010,393
-340667,505;-1269888,025
-340824,481;-1269765,030
-340980,964;-1269641,410
-341136,954;-1269517,166
-341292,446;-1269392,301
-341447,438;-1269266,816
-341601,929;-1269140,713
-341755,915;-1269013,995
-341909,394;-1268886,664
-342062,364;-1268758,721
-342214,822;-1268630,169
-342366,766;-1268501,009
-342518,194;-1268371,244
-342669,102;-1268240,876
-342819,489;-1268109,906
-342969,352;-1267978,338
-343118,688;-1267846,172
-343267,496;-1267713,412
-343415,773;-1267580,059
-343563,517;-1267446,115
-343710,725;-1267311,583
-343857,395;-1267176,464
-344003,525;-1267040,761
-344149,112;-1266904,476
-344294,154;-1266767,611
-344438,649;-1266630,169
-344582,594;-1266492,150
-344725,987;-1266353,559
-344868,826;-1266214,396
-345011,108;-1266074,665
-345152,832;-1265934,367
-345293,994;-1265793,504
-345434,594;-1265652,079
-345574,628;-1265510,095
-345714,094;-1265367,552
-345852,990;-1265224,454
-345991,314;-1265080,803
-346129,064;-1264936,601
-346266,237;-1264791,851
-346402,832;-1264646,554
-346538,846;-1264500,714
-346674,276;-1264354,332
-346809,121;-1264207,410
-346943,379;-1264059,952
-347077,048;-1263911,959
-347210,124;-1263763,433
-347342,607;-1263614,378
-347474,494;-1263464,796
-347605,784;-1263314,688
-347736,473;-1263164,057
-347866,560;-1263012,907
-347996,042;-1262861,238
-348124,919;-1262709,054
-348253,187;-1262556,356
-348380,845;-1262403,148
-351174,001;-1259038,091
-351300,898;-1258884,649
-351427,181;-1258730,703
-351552,850;-1258576,255
-351677,901;-1258421,306
-351802,333;-1258265,859
-351926,144;-1258109,917
-352049,332;-1257953,483
-352171,894;-1257796,559
-352293,830;-1257639,146
-352415,137;-1257481,249
-352535,813;-1257322,868
-352655,856;-1257164,008
-352775,264;-1257004,670
-352894,036;-1256844,857
-353012,169;-1256684,571
-353129,661;-1256523,816
-353246,512;-1256362,592
-353362,718;-1256200,904
-353478,279;-1256038,754
-353593,191;-1255876,144
-353707,454;-1255713,077
-353821,066;-1255549,555
-353934,024;-1255385,581
-354046,327;-1255221,158
-354157,973;-1255056,288
-354268,961;-1254890,974
-354379,288;-1254725,219
-354488,953;-1254559,025
-354597,955;-1254392,394
-354706,290;-1254225,330
-354813,958;-1254057,835
-354920,957;-1253889,912
-355027,286;-1253721,564
-355132,942;-1253552,793
-355237,923;-1253383,601
-355342,229;-1253213,992
-355445,858;-1253043,968
-355548,807;-1252873,532
-355651,076;-1252702,687
-355752,662;-1252531,435
-355853,564;-1252359,779
-355953,780;-1252187,722
-356053,310;-1252015,267
-356152,150;-1251842,416
-356250,300;-1251669,172
-356347,758;-1251495,538
-356444,523;-1251321,516
-356540,593;-1251147,110
-356635,966;-1250972,321
-356730,641;-1250797,154
-356824,616;-1250621,610
-356917,891;-1250445,693
-357010,463;-1250269,405
-357102,330;-1250092,750
-357193,493;-1249915,729
-357283,948;-1249738,346
-357373,695;-1249560,603
-357462,732;-1249382,504
-357551,058;-1249204,051
-357638,671;-1249025,247
-357725,571;-1248846,095
-357811,754;-1248666,597
-357897,221;-1248486,758
-357981,970;-1248306,578
-358066,000;-1248126,063
-358149,308;-1247945,213
-358231,895;-1247764,032
-358313,758;-1247582,523
-358394,896;-1247400,690
-358475,308;-1247218,534
-358554,993;-1247036,058
-358633,949;-1246853,266
-358712,175;-1246670,161
-358789,670;-1246486,745
-358866,433;-1246303,021
-358942,462;-1246118,992
-359017,757;-1245934,662
-359092,315;-1245750,033
-359166,137;-1245565,107
-359239,220;-1245379,889
-359311,563;-1245194,381
-359383,166;-1245008,585
-359454,027;-1244822,505
-359524,145;-1244636,144
-359593,519;-1244449,505
-359662,148;-1244262,591
-359730,031;-1244075,404
-359797,166;-1243887,948
-359863,553;-1243700,225
-359929,190;-1243512,240
-359994,077;-1243323,993
-360058,213;-1243135,490
-360121,596;-1242946,732
-360184,225;-1242757,723
-360246,100;-1242568,465
-360307,220;-1242378,962
-360367,582;-1242189,217
-360427,188;-1241999,232
-360486,035;-1241809,011
-360544,122;-1241618,557
-360601,450;-1241427,873
-360658,016;-1241236,961
-360713,820;-1241045,826
-360768,861;-1240854,469
-360823,138;-1240662,894
-360876,651;-1240471,104
-360929,398;-1240279,102
-360981,378;-1240086,892
-361032,592;-1239894,475
-361083,037;-1239701,856
-361132,713;-1239509,036
-361181,620;-1239316,021
-361229,756;-1239122,811
-361277,122;-1238929,412
-361378,801;-1238758,109
-361479,798;-1238586,402
-361580,109;-1238414,294
-361679,734;-1238241,788
-361778,671;-1238068,886
-361876,918;-1237895,592
-361974,474;-1237721,907
-362071,337;-1237547,835
-362167,506;-1237373,379
-362262,979;-1237198,541
-362357,755;-1237023,323
-362451,831;-1236847,730
-362545,208;-1236671,763
-362637,882;-1236495,425
-362729,853;-1236318,720
-362821,120;-1236141,650
-362911,680;-1235964,217
-363001,532;-1235786,425
-363090,676;-1235608,276
-363179,109;-1235429,774
-363266,829;-1235250,920
-363353,837;-1235071,719
-363440,130;-1234892,172
-363525,707;-1234712,283
-363610,567;-1234532,055
-363694,707;-1234351,489
-363778,128;-1234170,590
-363860,827;-1233989,360
-363942,804;-1233807,802
-364024,056;-1233625,919
-364104,583;-1233443,713
-364184,384;-1233261,188
-364263,456;-1233078,347
-364341,800;-1232895,191
-364419,413;-1232711,726
-364496,294;-1232527,952
-364572,443;-1232343,874
-364647,858;-1232159,493
-364722,537;-1231974,814
-364796,480;-1231789,838
-364869,686;-1231604,570
-364942,152;-1231419,011
-365013,879;-1231233,165
-365084,865;-1231047,035
-365155,108;-1230860,623
-365224,609;-1230673,933
-365293,365;-1230486,967
-365361,375;-1230299,729
-365428,639;-1230112,222
-365495,155;-1229924,448
-365560,923;-1229736,410
-365625,941;-1229548,112
-365690,208;-1229359,556
-365753,723;-1229170,746
-365816,486;-1228981,684
-365878,494;-1228792,374
-365939,748;-1228602,818
-366000,246;-1228413,020
-366059,988;-1228222,982
-366118,972;-1228032,707
-366177,197;-1227842,199
-366234,663;-1227651,461
-366291,368;-1227460,495
-366347,312;-1227269,304
-366402,494;-1227077,893
-366456,913;-1226886,263
-366510,568;-1226694,417
-366563,458;-1226502,359
-366615,582;-1226310,093
-366666,940;-1226117,620
-366717,531;-1225924,944
-366767,353;-1225732,067
-366816,407;-1225538,994
-366864,691;-1225345,727
-366912,204;-1225152,269
-366958,947;-1224958,624
-367004,917;-1224764,793
-367050,115;-1224570,781
-367094,540;-1224376,591
-367138,190;-1224182,225
-367181,066;-1223987,686
-367223,166;-1223792,979
-367695,133;-1221588,980
-369753,529;-1211960,960
-369791,653;-1211781,248
-369829,079;-1211601,390
-369865,804;-1211421,387
-369901,828;-1211241,243
-369937,151;-1211060,960
-369971,772;-1210880,541
-370005,691;-1210699,989
-370038,907;-1210519,306
-370071,420;-1210338,495
-370103,230;-1210157,559
-370134,334;-1209976,501
-370164,734;-1209795,323
-370296,921;-1209646,922
-370428,512;-1209497,993
-370559,507;-1209348,539
-370689,902;-1209198,563
-370819,697;-1209048,066
-370948,889;-1208897,051
-371077,476;-1208745,520
-371205,455;-1208593,476
-371332,825;-1208440,922
-371459,585;-1208287,859
-371585,730;-1208134,291
-371711,261;-1207980,219
-371836,174;-1207825,646
-371960,468;-1207670,575
-372084,141;-1207515,008
-372207,190;-1207358,948
-372329,614;-1207202,396
-372451,411;-1207045,356
-372572,579;-1206887,830
-372693,116;-1206729,821
-372813,020;-1206571,331
-372932,289;-1206412,363
-373050,921;-1206252,918
-373168,914;-1206093,001
-373286,267;-1205932,613
-373402,977;-1205771,756
-373519,043;-1205610,434
-373634,463;-1205448,649
-373749,234;-1205286,404
-373863,356;-1205123,701
-373976,826;-1204960,543
-374089,642;-1204796,932
-374201,803;-1204632,871
-374313,307;-1204468,363
-374424,152;-1204303,410
-374534,336;-1204138,016
-374643,858;-1203972,181
-374752,716;-1203805,910
-374860,907;-1203639,205
-374968,431;-1203472,068
-375075,286;-1203304,503
-375181,469;-1203136,512
-375286,980;-1202968,097
-375391,816;-1202799,261
-375495,976;-1202630,008
-375599,458;-1202460,339
-375702,261;-1202290,258
-375804,382;-1202119,767
-375905,821;-1201948,868
-376006,575;-1201777,565
-376106,643;-1201605,861
-376206,024;-1201433,758
-376304,715;-1201261,258
-376402,716;-1201088,366
-376500,024;-1200915,082
-376596,638;-1200741,411
-376692,557;-1200567,355
-379720,182;-1195052,303
-379860,157;-1194909,538
-379999,559;-1194766,215
-380138,387;-1194622,335
-380276,637;-1194477,901
-380414,309;-1194332,915
-380551,400;-1194187,380
-380687,908;-1194041,297
-380823,830;-1193894,669
-380959,164;-1193747,498
-381093,908;-1193599,788
-381228,060;-1193451,539
-381361,618;-1193302,755
-381494,580;-1193153,437
-381626,943;-1193003,589
-381758,706;-1192853,212
-381889,866;-1192702,310
-382020,421;-1192550,884
-382150,369;-1192398,937
-382279,709;-1192246,471
-382408,437;-1192093,489
-382536,552;-1191939,993
-382664,052;-1191785,986
-382790,935;-1191631,469
-382917,199;-1191476,447
-383042,841;-1191320,921
-383167,860;-1191164,893
-383292,254;-1191008,366
-383416,021;-1190851,343
-383539,159;-1190693,825
-383661,665;-1190535,817
-383783,538;-1190377,319
-383904,776;-1190218,336
-384025,377;-1190058,868
-384145,339;-1189898,919
-384264,661;-1189738,492
-384383,339;-1189577,589
-384501,373;-1189416,211
-384618,760;-1189254,363
-384735,498;-1189092,047
-384851,587;-1188929,265
-384967,023;-1188766,020
-385081,805;-1188602,314
-385195,931;-1188438,150
-385309,400;-1188273,531
-385422,209;-1188108,460
-385534,356;-1187942,938
-385645,841;-1187776,969
-385756,660;-1187610,555
-385866,813;-1187443,700
-385976,298;-1187276,404
-386085,112;-1187108,673
-386193,254;-1186940,507
-386300,723;-1186771,910
-386407,516;-1186602,884
-386513,632;-1186433,432
-386619,069;-1186263,557
-386723,826;-1186093,262
-386827,901;-1185922,549
-386931,292;-1185751,421
-387033,997;-1185579,880
-387136,016;-1185407,930
-387237,345;-1185235,574
-387337,984;-1185062,813
-387437,931;-1184889,651
-387537,185;-1184716,091
-387635,743;-1184542,134
-387733,605;-1184367,785
-387830,768;-1184193,046
-387927,231;-1184017,919
-388022,993;-1183842,408
-388118,052;-1183666,515
-388212,407;-1183490,244
-388306,055;-1183313,596
-388398,996;-1183136,575
-388491,228;-1182959,183
-388582,750;-1182781,424
-388673,560;-1182603,300
-388763,656;-1182424,814
-388853,037;-1182245,970
-388941,703;-1182066,769
-389029,650;-1181887,214
-389116,879;-1181707,310
-389203,387;-1181527,058
-389289,173;-1181346,461
-389374,236;-1181165,522
-389458,574;-1180984,244
-389542,186;-1180802,631
-389625,072;-1180620,684
-389707,228;-1180438,408
-389788,655;-1180255,804
-389869,350;-1180072,875
-389949,313;-1179889,626
-390028,542;-1179706,058
-390107,036;-1179522,174
-390184,794;-1179337,978
-390261,814;-1179153,472
-390338,095;-1178968,659
-390413,637;-1178783,543
-390488,437;-1178598,126
-390562,494;-1178412,411
-390635,808;-1178226,402
-390708,378;-1178040,101
-390780,201;-1177853,510
-390851,277;-1177666,634
-390921,605;-1177479,475
-390991,184;-1177292,036
-391060,012;-1177104,321
-391128,089;-1176916,331
-391195,413;-1176728,071
-391261,983;-1176539,542
-391327,798;-1176350,749
-391392,858;-1176161,694
-391457,161;-1175972,381
-391520,705;-1175782,811
-391583,491;-1175592,989
-391645,517;-1175402,917
-391706,782;-1175212,599
-391767,285;-1175022,037
-391827,025;-1174831,234
-391886,001;-1174640,194
-391944,212;-1174448,920
-392001,658;-1174257,414
-392058,337;-1174065,680
-392114,249;-1173873,720
-392169,392;-1173681,539
-392223,765;-1173489,138
-392277,369;-1173296,521
-392330,201;-1173103,692
-392382,262;-1172910,652
-392433,550;-1172717,406
-392484,064;-1172523,957
-392533,804;-1172330,306
-392582,768;-1172136,458
-392630,957;-1171942,416
-392678,369;-1171748,183
-392725,004;-1171553,761
-392770,860;-1171359,155
-392815,938;-1171164,366
-392860,235;-1170969,399
-392903,753;-1170774,256
-392946,489;-1170578,941
-392988,443;-1170383,456
-393029,615;-1170187,805
-393070,004;-1169991,991
-393109,609;-1169796,016
-393148,430;-1169599,885
-393186,466;-1169403,600
-393223,716;-1169207,165
-393260,180;-1169010,582
-393295,857;-1168813,854
-393330,747;-1168616,986
-393364,849;-1168419,979
-393398,163;-1168222,838
-393430,687;-1168025,565
-393462,422;-1167828,163
-393493,367;-1167630,636
-393523,521;-1167432,987
-393552,885;-1167235,219
-393581,457;-1167037,335
-393609,237;-1166839,338
-393636,224;-1166641,231
-393662,419;-1166443,018
-393687,820;-1166244,702
-393712,428;-1166046,286
-393736,242;-1165847,773
-393759,262;-1165649,166
-393781,486;-1165450,469
-393802,916;-1165251,685
-393823,550;-1165052,816
-393843,388;-1164853,866
-393862,430;-1164654,839
-393880,676;-1164455,737
-393898,125;-1164256,564
-393914,777;-1164057,322
-393930,632;-1163858,016
-393945,689;-1163658,647
-393959,948;-1163459,220
-393973,410;-1163259,737
-393986,073;-1163060,203
-393997,938;-1162860,619
-394009,004;-1162660,989
-394019,272;-1162461,316
-394028,740;-1162261,605
-394037,410;-1162061,856
-394045,280;-1161862,075
-394052,351;-1161662,264
-394058,622;-1161462,426
-394064,094;-1161262,565
-394068,766;-1161062,683
-394072,638;-1160862,784
-394075,711;-1160662,872
-394077,984;-1160462,948
-394079,456;-1160263,017
-394080,129;-1160063,082
-394080,002;-1159863,146
-394079,076;-1159663,212
-394077,349;-1159463,283
-394074,822;-1159263,363
-394071,496;-1159063,454
-394067,370;-1158863,561
-394062,444;-1158663,685
-394056,718;-1158463,831
-394050,193;-1158264,001
-394042,868;-1158064,199
-394034,744;-1157864,428
-394025,821;-1157664,691
-394016,099;-1157464,991
-394005,578;-1157265,332
-393994,259;-1157065,716
-393982,140;-1156866,148
-393969,224;-1156666,629
-393955,509;-1156467,164
-393940,996;-1156267,755
-393925,686;-1156068,406
-393909,578;-1155869,119
-393892,673;-1155669,899
-393874,971;-1155470,748
-393828,169;-1154955,222
-393932,111;-1154784,833
-394035,371;-1154614,028
-394137,948;-1154442,813
-394239,838;-1154271,188
-394341,042;-1154099,157
-394441,556;-1153926,723
-394541,380;-1153753,888
-394640,513;-1153580,656
-394738,951;-1153407,028
-394836,694;-1153233,008
-394933,741;-1153058,598
-395030,089;-1152883,802
-395125,737;-1152708,622
-395220,684;-1152533,060
-395314,928;-1152357,121
-395408,467;-1152180,805
-395501,301;-1152004,117
-395593,427;-1151827,059
-395684,845;-1151649,635
-395775,552;-1151471,845
-395865,547;-1151293,695
-395954,829;-1151115,186
-396043,396;-1150936,321
-396131,247;-1150757,104
-396218,381;-1150577,537
-396304,796;-1150397,622
-396390,490;-1150217,364
-396475,463;-1150036,764
-396559,713;-1149855,826
-396643,239;-1149674,552
-396726,039;-1149492,945
-396808,112;-1149311,009
-396889,457;-1149128,746
-396970,072;-1148946,160
-397049,956;-1148763,252
-397129,108;-1148580,026
-397207,526;-1148396,485
-397285,210;-1148212,632
-397362,158;-1148028,470
-397438,369;-1147844,001
-397513,841;-1147659,229
-397588,574;-1147474,157
-397662,566;-1147288,787
-397735,816;-1147103,123
-397808,323;-1146917,168
-397880,085;-1146730,924
-397951,102;-1146544,394
-398021,373;-1146357,582
-398090,895;-1146170,490
-398159,669;-1145983,122
-398227,693;-1145795,480
-398294,966;-1145607,568
-398361,487;-1145419,388
-398427,255;-1145230,943
-398492,268;-1145042,237
-398556,527;-1144853,273
-398620,029;-1144664,053
-398682,773;-1144474,580
-398744,760;-1144284,858
-398805,987;-1144094,890
-398866,454;-1143904,678
-398926,159;-1143714,226
-398985,103;-1143523,537
-399043,283;-1143332,614
-399100,699;-1143141,459
-399157,350;-1142950,076
-399213,236;-1142758,468
-399268,354;-1142566,639
-399322,705;-1142374,590
-399376,288;-1142182,325
-399429,101;-1141989,848
-399481,143;-1141797,161
-399532,415;-1141604,267
-399582,915;-1141411,170
-399632,642;-1141217,873
-399681,595;-1141024,378
-399729,775;-1140830,689
-399777,179;-1140636,809
-399823,808;-1140442,740
-399869,659;-1140248,487
-399914,734;-1140054,052
-399959,031;-1139859,438
-400002,549;-1139664,649
-400045,287;-1139469,687
-400087,246;-1139274,556
-400128,423;-1139079,258
-400168,820;-1138883,797
-400208,434;-1138688,177
-400247,265;-1138492,399
-400285,313;-1138296,468
-400322,578;-1138100,386
-400359,057;-1137904,157
-400394,752;-1137707,783
-400429,661;-1137511,268
-400463,784;-1137314,615
-400497,119;-1137117,828
-400529,668;-1136920,908
-400561,429;-1136723,860
-400592,401;-1136526,686
-400622,585;-1136329,390
-400651,979;-1136131,975
-400680,583;-1135934,444
-400708,397;-1135736,800
-400735,421;-1135539,047
-400761,653;-1135341,187
-400787,094;-1135143,224
-400811,743;-1134945,160
-400835,599;-1134747,000
-400858,663;-1134548,745
-400880,934;-1134350,400
-400902,411;-1134151,968
-400923,094;-1133953,451
-400942,983;-1133754,853
-400962,078;-1133556,177
-400980,378;-1133357,426
-400997,883;-1133158,604
-401014,593;-1132959,714
-401030,507;-1132760,758
-401045,625;-1132561,740
-401059,947;-1132362,663
-401073,473;-1132163,530
-401086,202;-1131964,345
-401098,135;-1131765,111
-401109,271;-1131565,830
-401119,609;-1131366,507
-401129,150;-1131167,144
-401137,894;-1130967,744
-401145,840;-1130768,311
-401152,989;-1130568,847
-401159,339;-1130369,357
-401164,892;-1130169,843
-401169,647;-1129970,308
-401173,604;-1129770,756
-401176,762;-1129571,190
-401179,123;-1129371,612
-401180,685;-1129172,027
-401181,449;-1128972,437
-401181,414;-1128772,846
-401180,582;-1128573,256
-401178,951;-1128373,671
-401176,522;-1128174,095
-401173,294;-1127974,529
-401169,269;-1127774,979
-401164,445;-1127575,445
-401158,824;-1127375,933
-401152,404;-1127176,445
-401145,187;-1126976,984
-401137,172;-1126777,554
-401128,360;-1126578,157
-401118,750;-1126378,797
-401264,337;-1126243,038
-401409,380;-1126106,699
-401553,879;-1125969,783
-401697,831;-1125832,291
-401841,233;-1125694,226
-401984,083;-1125555,591
-402126,378;-1125416,386
-402268,118;-1125276,615
-402409,298;-1125136,280
-402549,918;-1124995,382
-402689,975;-1124853,925
-402829,466;-1124711,910
-402968,390;-1124569,340
-403106,743;-1124426,217
-403244,525;-1124282,543
-403381,732;-1124138,321
-403518,363;-1123993,552
-403654,416;-1123848,240
-403789,888;-1123702,386
-403924,776;-1123555,992
-404059,080;-1123409,062
-404192,797;-1123261,597
-404325,924;-1123113,600
-404458,460;-1122965,073
-404590,402;-1122816,019
-404721,749;-1122666,439
-404852,498;-1122516,337
-404982,647;-1122365,714
-405112,194;-1122214,573
-405241,137;-1122062,917
-405369,474;-1121910,748
-405497,204;-1121758,067
-405624,323;-1121604,879
-405750,830;-1121451,185
-405876,723;-1121296,987
-406002,000;-1121142,288
-406126,658;-1120987,091
-406250,697;-1120831,397
-406374,113;-1120675,211
-406496,906;-1120518,533
-406619,072;-1120361,366
-406740,611;-1120203,713
-406861,520;-1120045,577
-406981,797;-1119886,960
-407101,440;-1119727,864
-407220,448;-1119568,292
-407338,818;-1119408,247
-407456,549;-1119247,731
-407573,638;-1119086,746
-407690,085;-1118925,296
-408036,279;-1118443,395
-408186,945;-1118319,835
-408337,111;-1118195,667
-408486,774;-1118070,893
-408635,932;-1117945,516
-408784,582;-1117819,537
-408932,722;-1117692,959
-409080,350;-1117565,783
-409227,463;-1117438,012
-409374,058;-1117309,648
-409520,134;-1117180,693
-409665,687;-1117051,149
-409810,716;-1116921,018
-409955,219;-1116790,302
-410099,192;-1116659,004
-410242,634;-1116527,125
-410385,541;-1116394,668
-410527,913;-1116261,634
-410669,746;-1116128,027
-410811,038;-1115993,848
-410951,787;-1115859,099
-411091,991;-1115723,783
-411231,646;-1115587,901
-411370,752;-1115451,457
-411509,306;-1115314,451
-411647,305;-1115176,887
-411784,747;-1115038,767
-411921,630;-1114900,093
-412057,952;-1114760,867
-412193,710;-1114621,092
-412328,903;-1114480,769
-412408,669;-1114398,941
-416426,743;-1110225,788
-416563,871;-1110082,798
-416700,432;-1109939,266
-416836,422;-1109795,194
-416971,841;-1109650,585
-417106,686;-1109505,439
-417240,955;-1109359,761
-417374,645;-1109213,552
-417507,755;-1109066,814
-417640,282;-1108919,550
-417772,225;-1108771,762
-417903,582;-1108623,452
-418034,349;-1108474,623
-418164,526;-1108325,277
-418294,110;-1108175,417
-418423,100;-1108025,044
-418551,492;-1107874,161
-418679,286;-1107722,771
-418806,478;-1107570,875
-418933,068;-1107418,477
-419059,053;-1107265,578
-419184,432;-1107112,181
-419309,201;-1106958,289
-419433,360;-1106803,904
-419556,906;-1106649,028
-419679,837;-1106493,663
-419802,152;-1106337,813
-419923,848;-1106181,479
-420044,924;-1106024,664
-420165,378;-1105867,371
-420285,207;-1105709,601
-420404,410;-1105551,359
-420522,986;-1105392,645
-420640,931;-1105233,462
-420758,245;-1105073,813
-420874,926;-1104913,701
-420990,971;-1104753,128
-421106,379;-1104592,096
-421221,148;-1104430,608
-421335,276;-1104268,667
-421448,761;-1104106,274
-421561,603;-1103943,434
-421673,798;-1103780,147
-421785,345;-1103616,417
-421896,243;-1103452,247
-422006,489;-1103287,638
-422116,082;-1103122,594
-422225,021;-1102957,117
-422333,302;-1102791,210
-422440,926;-1102624,874
-422547,890;-1102458,114
-422654,192;-1102290,931
-422759,831;-1102123,328
-422864,805;-1101955,308
-422969,112;-1101786,874
-423072,751;-1101618,027
-423175,720;-1101448,771
-423278,018;-1101279,109
-423379,643;-1101109,042
-426447,973;-1095951,084
-426547,404;-1095783,194
-426646,178;-1095614,918
-426744,295;-1095446,257
-426841,752;-1095277,214
-426938,550;-1095107,793
-427034,685;-1094937,995
-427130,158;-1094767,823
-427224,965;-1094597,280
-427319,106;-1094426,368
-427412,579;-1094255,090
-427505,384;-1094083,449
-427597,517;-1093911,447
-427688,979;-1093739,086
-427779,768;-1093566,370
-427869,881;-1093393,301
-427959,319;-1093219,882
-428048,079;-1093046,115
-428136,161;-1092872,003
-428223,562;-1092697,548
-428310,282;-1092522,754
-428396,319;-1092347,622
-428481,672;-1092172,157
-428566,339;-1091996,359
-428650,320;-1091820,232
-428733,613;-1091643,779
-428816,217;-1091467,003
-428898,130;-1091289,905
-428979,351;-1091112,489
-429059,880;-1090934,757
-429139,714;-1090756,712
-429218,853;-1090578,358
-429297,295;-1090399,695
-429375,039;-1090220,728
-429452,084;-1090041,459
-429528,430;-1089861,891
-429604,073;-1089682,026
-431998,456;-1083956,093
-432522,797;-1082650,899
-432565,154;-1082536,212
-432688,276;-1082379,646
-432810,769;-1082222,587
-432932,630;-1082065,038
-433053,858;-1081907,001
-433174,451;-1081748,479
-433294,407;-1081589,474
-433413,724;-1081429,988
-433532,399;-1081270,026
-433650,432;-1081109,588
-433767,820;-1080948,678
-433884,561;-1080787,298
-434000,654;-1080625,451
-434116,096;-1080463,139
-434230,886;-1080300,365
-434345,022;-1080137,132
-434458,501;-1079973,442
-434571,323;-1079809,298
-434683,485;-1079644,702
-434794,986;-1079479,658
-434905,823;-1079314,168
-435015,995;-1079148,234
-435125,501;-1078981,859
-435234,338;-1078815,046
-435342,504;-1078647,798
-435449,999;-1078480,117
-435556,819;-1078312,006
-435662,964;-1078143,467
-435768,432;-1077974,504
-435873,221;-1077805,119
-435977,329;-1077635,315
-436080,755;-1077465,094
-436183,497;-1077294,460
-436285,554;-1077123,414
-436386,923;-1076951,961
-436487,603;-1076780,102
-436587,592;-1076607,840
-436686,890;-1076435,179
-436785,494;-1076262,120
-436883,402;-1076088,667
-436980,614;-1075914,822
-437077,127;-1075740,589
-437172,940;-1075565,970
-437268,051;-1075390,967
-437362,459;-1075215,585
-437456,163;-1075039,825
-437549,161;-1074863,690
-437641,451;-1074687,183
-437733,032;-1074510,308
-437823,902;-1074333,066
-437914,060;-1074155,461
-438003,505;-1073977,496
-438092,235;-1073799,173
-438180,248;-1073620,496
-438267,544;-1073441,466
-438354,120;-1073262,088
-438439,976;-1073082,364
-438525,110;-1072902,297
-438609,520;-1072721,889
-438693,206;-1072541,144
-438776,166;-1072360,065
-438858,398;-1072178,654
-438939,901;-1071996,915
-439020,675;-1071814,850
-439100,717;-1071632,462
