XCoord;YCoord
258164,333;-642155,657
258265,775;-642327,161
258366,529;-642499,069
258466,592;-642671,381
258565,963;-642844,092
258664,641;-643017,200
258762,623;-643190,703
258859,910;-643364,597
258956,498;-643538,880
259052,386;-643713,549
259147,573;-643888,601
259242,058;-644064,033
259335,838;-644239,843
259428,912;-644416,028
259521,279;-644592,584
259612,937;-644769,510
259703,885;-644946,801
259794,121;-645124,456
259883,644;-645302,471
259972,453;-645480,844
260060,545;-645659,572
260147,920;-645838,651
260234,576;-646018,080
260320,512;-646197,854
260405,726;-646377,972
260490,217;-646558,430
260573,984;-646739,225
260657,025;-646920,355
260739,339;-647101,816
260820,925;-647283,606
260901,781;-647465,722
260981,906;-647648,160
261061,298;-647830,918
261139,957;-648013,994
261217,882;-648197,383
261295,070;-648381,083
261371,521;-648565,092
261447,233;-648749,405
261522,206;-648934,021
261596,438;-649118,935
261669,927;-649304,146
261742,673;-649489,650
261814,675;-649675,445
261885,931;-649861,527
261956,440;-650047,892
262026,202;-650234,540
262095,214;-650421,465
262163,476;-650608,666
262230,987;-650796,139
262297,745;-650983,881
262363,750;-651171,889
262429,000;-651360,161
262493,495;-651548,693
262557,233;-651737,482
262620,214;-651926,525
262682,436;-652115,819
262743,899;-652305,361
262804,600;-652495,148
262864,541;-652685,177
262923,718;-652875,444
262982,133;-653065,948
263039,782;-653256,684
263096,667;-653447,650
263152,785;-653638,843
263208,136;-653830,259
263262,719;-654021,895
263316,532;-654213,749
263369,576;-654405,817
263421,850;-654598,096
263473,352;-654790,583
263524,081;-654983,276
263574,038;-655176,170
263623,220;-655369,263
265690,086;-659498,470
265776,787;-659672,387
265862,804;-659846,643
265948,137;-660021,235
266032,784;-660196,160
266116,743;-660371,417
266200,014;-660547,002
266282,595;-660722,912
266364,485;-660899,145
266445,682;-661075,698
266526,186;-661252,569
266605,995;-661429,754
266685,107;-661607,251
266763,523;-661785,057
266841,239;-661963,170
266918,256;-662141,587
266994,572;-662320,304
267070,186;-662499,320
267145,097;-662678,631
267219,303;-662858,234
267292,804;-663038,128
267365,598;-663218,309
267437,684;-663398,774
267509,061;-663579,520
267579,728;-663760,546
267649,684;-663941,847
267718,927;-664123,422
267787,458;-664305,267
267855,274;-664487,380
267922,374;-664669,757
267988,758;-664852,397
268054,425;-665035,296
268119,373;-665218,451
268183,602;-665401,859
268247,111;-665585,518
268309,898;-665769,426
268371,962;-665953,578
268433,303;-666137,972
268493,920;-666322,606
268638,443;-666459,831
268782,417;-666597,631
268925,841;-666736,004
269068,711;-666874,948
269211,027;-667014,461
269352,785;-667154,540
269493,983;-667295,183
269634,620;-667436,388
269774,692;-667578,153
269914,197;-667720,475
270053,135;-667863,352
270191,501;-668006,782
270329,294;-668150,763
270466,512;-668295,292
270603,153;-668440,368
270739,214;-668585,986
270874,693;-668732,147
271009,588;-668878,846
271143,897;-669026,082
271277,618;-669173,853
271410,749;-669322,155
271543,287;-669470,988
271675,231;-669620,347
271806,578;-669770,232
271937,327;-669920,639
272067,474;-670071,566
272197,019;-670223,012
272325,959;-670374,972
272454,292;-670527,445
272582,015;-670680,429
272709,128;-670833,921
272835,628;-670987,919
272961,512;-671142,420
273086,780;-671297,422
273211,428;-671452,922
273335,455;-671608,918
273458,860;-671765,407
273581,639;-671922,387
273703,791;-672079,855
273825,314;-672237,809
273946,207;-672396,247
274066,467;-672555,165
274186,092;-672714,562
274305,081;-672874,434
274423,431;-673034,779
274541,141;-673195,596
274658,208;-673356,880
274774,632;-673518,630
274890,409;-673680,843
275005,539;-673843,516
275120,019;-674006,647
275233,848;-674170,233
275347,024;-674334,272
275459,544;-674498,761
275571,408;-674663,697
275682,613;-674829,078
275793,158;-674994,901
275903,041;-675161,164
276012,259;-675327,863
276120,813;-675494,997
276228,698;-675662,562
276335,915;-675830,556
276442,461;-675998,976
276548,335;-676167,820
276653,534;-676337,085
276758,058;-676506,768
276861,904;-676676,866
276965,072;-676847,377
277067,558;-677018,298
277169,362;-677189,626
277270,482;-677361,359
277370,916;-677533,494
277470,663;-677706,028
277569,722;-677878,958
277668,090;-678052,282
277765,766;-678225,997
277862,748;-678400,100
277959,036;-678574,588
278054,627;-678749,459
278149,520;-678924,710
278243,713;-679100,337
278337,206;-679276,339
278429,995;-679452,712
278522,081;-679629,454
278613,461;-679806,562
278704,134;-679984,033
278794,099;-680161,863
278883,354;-680340,052
278971,897;-680518,594
279059,728;-680697,489
279146,845;-680876,732
279233,247;-681056,321
279318,931;-681236,253
279403,898;-681416,525
279488,145;-681597,135
279571,671;-681778,080
279654,475;-681959,356
279736,555;-682140,960
279817,910;-682322,891
279898,540;-682505,144
279978,442;-682687,718
280057,615;-682870,609
280136,059;-683053,814
280213,771;-683237,330
280290,751;-683421,155
280366,997;-683605,285
280442,508;-683789,718
280517,283;-683974,451
280591,321;-684159,480
280664,621;-684344,803
280737,181;-684530,417
280809,000;-684716,319
280880,078;-684902,505
280950,412;-685088,974
281020,002;-685275,721
281088,847;-685462,745
281156,946;-685650,042
281224,297;-685837,608
281290,900;-686025,442
281356,753;-686213,540
281421,856;-686401,899
281486,207;-686590,516
281549,806;-686779,388
281612,650;-686968,512
281674,741;-687157,886
281736,075;-687347,505
281796,653;-687537,368
281856,473;-687727,470
281915,535;-687917,810
281973,837;-688108,383
282031,379;-688299,188
282088,160;-688490,220
282144,178;-688681,478
282199,433;-688872,957
282253,924;-689064,655
282307,651;-689256,569
282360,611;-689448,696
282412,805;-689641,032
282464,232;-689833,575
282514,891;-690026,321
282564,780;-690219,268
282613,900;-690412,412
282662,249;-690605,751
282709,827;-690799,281
282756,633;-690992,999
282802,666;-691186,902
282847,925;-691380,987
282892,410;-691575,251
282936,120;-691769,691
282979,054;-691964,304
283021,212;-692159,086
283062,593;-692354,035
283103,196;-692549,147
283143,021;-692744,420
283182,067;-692939,850
283220,333;-693135,434
283257,819;-693331,169
283294,524;-693527,053
283330,448;-693723,080
283365,589;-693919,250
283399,949;-694115,558
283433,525;-694312,002
283466,317;-694508,578
283498,326;-694705,283
283529,549;-694902,114
283559,988;-695099,068
283589,641;-695296,142
283618,508;-695493,333
283646,588;-695690,637
283673,882;-695888,052
283700,388;-696085,574
283726,106;-696283,200
283751,036;-696480,927
283775,177;-696678,751
283798,529;-696876,671
283821,092;-697074,682
283842,864;-697272,781
283863,847;-697470,966
283884,040;-697669,233
283903,441;-697867,579
283922,052;-698066,000
283939,871;-698264,494
283956,898;-698463,058
283973,134;-698661,688
283988,577;-698860,381
284003,228;-699059,134
284017,086;-699257,944
284030,152;-699456,808
284042,424;-699655,722
284053,903;-699854,683
284064,588;-700053,689
284074,480;-700252,736
284083,578;-700451,821
284091,882;-700650,940
284099,392;-700850,091
284106,108;-701049,270
284112,029;-701248,474
284117,156;-701447,701
284121,489;-701646,946
284125,027;-701846,207
284127,771;-702045,480
284129,719;-702244,763
284130,874;-702444,052
284131,233;-702643,344
284130,798;-702842,636
284129,568;-703041,925
284127,543;-703241,207
284124,724;-703440,479
284121,110;-703639,739
284116,701;-703838,983
284111,498;-704038,207
284105,501;-704237,409
284098,709;-704436,586
284091,124;-704635,734
284082,744;-704834,850
284073,570;-705033,931
284063,602;-705232,974
283966,380;-707103,565
284490,213;-711240,703
284514,936;-711439,084
284538,866;-711637,563
284562,001;-711836,136
284584,342;-712034,800
284605,888;-712233,552
284626,638;-712432,388
284646,592;-712631,305
284665,751;-712830,301
284684,113;-713029,372
284701,679;-713228,515
284718,448;-713427,727
284734,420;-713627,004
284749,594;-713826,343
284763,970;-714025,742
284777,549;-714225,196
284790,330;-714424,703
284802,312;-714624,260
284813,496;-714823,863
284823,881;-715023,509
284833,468;-715223,195
284842,255;-715422,918
284850,243;-715622,674
284857,432;-715822,461
284863,822;-716022,275
284869,412;-716222,113
284874,202;-716421,971
284878,193;-716621,847
284881,385;-716821,738
284883,776;-717021,640
284885,368;-717221,549
284886,160;-717421,464
284886,152;-717621,380
284885,344;-717821,294
284883,736;-718021,204
284881,329;-718221,106
284878,121;-718420,996
284874,115;-718620,872
284869,308;-718820,730
284863,702;-719020,567
284857,296;-719220,381
284850,091;-719420,167
284842,087;-719619,923
284833,284;-719819,645
284823,682;-720019,330
284813,280;-720218,975
284802,081;-720418,578
284790,082;-720618,133
284777,286;-720817,639
284763,691;-721017,093
284749,299;-721216,490
284734,108;-721415,828
284718,121;-721615,104
284701,336;-721814,314
284683,754;-722013,455
284665,376;-722212,525
284646,202;-722411,519
284626,231;-722610,435
284605,465;-722809,270
284583,903;-723008,020
284561,547;-723206,682
284594,742;-723402,625
284627,158;-723598,698
284658,794;-723794,899
284689,650;-723991,224
284719,725;-724187,670
284749,019;-724384,234
284777,531;-724580,913
284805,261;-724777,704
284832,209;-724974,604
284858,374;-725171,609
284883,755;-725368,716
284908,353;-725565,923
284932,166;-725763,226
284955,195;-725960,622
284977,439;-726158,109
284998,898;-726355,682
285019,571;-726553,338
285039,458;-726751,076
285058,559;-726948,891
285076,874;-727146,780
285094,401;-727344,741
285111,142;-727542,769
285127,095;-727740,863
285142,261;-727939,018
285156,639;-728137,232
285170,228;-728335,502
285183,030;-728533,824
285195,042;-728732,196
285206,267;-728930,614
285216,702;-729129,075
285226,348;-729327,575
285235,205;-729526,113
285243,273;-729724,684
285250,552;-729923,286
285257,040;-730121,915
285262,740;-730320,568
285267,649;-730519,242
285271,768;-730717,934
285275,098;-730916,641
285277,638;-731115,360
285279,387;-731314,087
285280,347;-731512,820
285280,517;-731711,555
285279,896;-731910,289
285278,486;-732109,019
285276,285;-732307,742
285273,295;-732506,454
285269,515;-732705,153
285264,945;-732903,836
285259,585;-733102,498
285253,435;-733301,138
285246,496;-733499,752
285238,767;-733698,336
285230,249;-733896,889
285220,941;-734095,406
285210,845;-734293,884
285199,959;-734492,321
285188,285;-734690,712
285175,822;-734889,056
285162,571;-735087,349
285148,532;-735285,587
285133,704;-735483,768
285118,089;-735681,889
285101,687;-735879,946
285084,497;-736077,936
285066,520;-736275,856
285047,757;-736473,703
285028,207;-736671,475
285007,872;-736869,166
284986,750;-737066,776
284964,843;-737264,300
284942,151;-737461,735
284918,675;-737659,078
284894,414;-737856,327
284869,369;-738053,477
284843,541;-738250,527
284816,929;-738447,472
284789,535;-738644,310
284761,358;-738841,037
284732,400;-739037,651
284702,660;-739234,148
284672,140;-739430,526
284640,839;-739626,780
284608,758;-739822,909
284575,897;-740018,908
284542,258;-740214,775
284507,840;-740410,507
284472,645;-740606,101
284436,672;-740801,553
284399,923;-740996,861
284362,397;-741192,021
284324,096;-741387,030
284285,020;-741581,885
284245,170;-741776,584
284204,546;-741971,123
284163,149;-742165,498
284120,979;-742359,708
284078,038;-742553,748
284034,326;-742747,616
283989,843;-742941,309
283944,591;-743134,823
283898,570;-743328,156
283851,781;-743521,305
283804,224;-743714,266
283755,900;-743907,036
283706,811;-744099,613
283656,956;-744291,993
283606,337;-744484,173
283554,955;-744676,151
283502,810;-744867,923
283449,902;-745059,486
283396,234;-745250,837
283341,805;-745441,974
283286,617;-745632,892
283230,671;-745823,590
283173,967;-746014,063
283116,506;-746204,310
283058,289;-746394,327
282999,317;-746584,111
282939,592;-746773,659
282879,113;-746962,968
282817,882;-747152,035
282755,900;-747340,857
282693,168;-747529,431
282629,687;-747717,755
282565,457;-747905,824
282500,481;-748093,637
282434,758;-748281,190
282368,291;-748468,480
282301,079;-748655,505
282233,124;-748842,261
282164,428;-749028,745
282094,991;-749214,955
282024,814;-749400,887
281953,898;-749586,539
281882,245;-749771,907
281809,855;-749956,989
281736,731;-750141,782
281660,417;-750823,392
281638,009;-751020,396
281614,819;-751217,308
281590,846;-751414,127
281566,091;-751610,849
281540,555;-751807,471
281514,237;-752003,990
281487,138;-752200,403
281459,259;-752396,707
281430,600;-752592,898
281401,161;-752788,974
281370,943;-752984,932
281339,947;-753180,767
281308,173;-753376,478
281275,621;-753572,061
281242,291;-753767,513
281208,186;-753962,832
281173,304;-754158,013
281137,647;-754353,053
281101,214;-754547,951
281064,008;-754742,702
281026,028;-754937,304
280987,274;-755131,754
280947,748;-755326,047
280907,450;-755520,183
280866,381;-755714,156
280824,541;-755907,965
280781,932;-756101,606
280738,553;-756295,076
280694,405;-756488,372
280649,489;-756681,491
280603,806;-756874,430
280557,357;-757067,186
280510,142;-757259,755
280462,162;-757452,136
280413,418;-757644,324
280363,910;-757836,317
280313,639;-758028,112
280262,607;-758219,706
280210,814;-758411,095
280158,260;-758602,277
280104,947;-758793,248
280050,875;-758984,006
279996,045;-759174,548
279940,459;-759364,870
279884,116;-759554,970
279827,019;-759744,844
279769,167;-759934,490
279710,562;-760123,904
279651,204;-760313,084
279591,096;-760502,027
279530,236;-760690,729
279468,627;-760879,188
279406,270;-761067,400
279343,165;-761255,363
279279,313;-761443,074
279214,716;-761630,530
279149,374;-761817,727
279083,289;-762004,663
279016,462;-762191,335
278948,892;-762377,740
278880,583;-762563,875
278811,534;-762749,737
278741,747;-762935,323
278671,224;-763120,630
278599,964;-763305,656
278527,969;-763490,397
278455,241;-763674,850
278381,780;-763859,012
278307,587;-764042,882
278232,665;-764226,454
278157,013;-764409,728
278080,634;-764592,699
278003,528;-764775,366
277925,696;-764957,725
277847,141;-765139,772
277767,862;-765321,506
277687,862;-765502,924
277607,141;-765684,022
277525,701;-765864,798
277443,544;-766045,249
277360,669;-766225,372
277277,080;-766405,164
277192,777;-766584,622
277107,760;-766763,744
277022,033;-766942,527
276935,596;-767120,967
276848,450;-767299,063
276760,597;-767476,810
276672,039;-767654,208
276582,776;-767831,251
276492,810;-768007,939
276402,142;-768184,267
276310,775;-768360,234
276218,708;-768535,837
276125,945;-768711,072
276032,485;-768885,937
275938,332;-769060,429
275843,486;-769234,545
275747,948;-769408,283
275651,721;-769581,640
275554,805;-769754,614
275457,202;-769927,200
275358,915;-770099,398
275259,944;-770271,203
275215,142;-770464,628
275169,571;-770657,873
275123,232;-770850,936
275076,125;-771043,812
275028,251;-771236,500
274979,611;-771428,996
274930,206;-771621,296
274880,036;-771813,399
274829,102;-772005,301
274777,405;-772196,998
274724,946;-772388,488
274671,725;-772579,768
274617,744;-772770,835
274563,003;-772961,685
274507,503;-773152,316
274451,246;-773342,725
274394,231;-773532,909
274336,460;-773722,864
274277,934;-773912,588
274218,654;-774102,077
274158,620;-774291,329
274097,834;-774480,341
274036,296;-774669,110
273974,008;-774857,632
273910,971;-775045,905
273847,185;-775233,926
273782,651;-775421,691
273717,371;-775609,198
273651,345;-775796,444
273584,576;-775983,426
273517,062;-776170,141
273448,807;-776356,586
273379,810;-776542,757
273310,073;-776728,653
273239,597;-776914,270
273168,384;-777099,605
273096,433;-777284,655
273023,747;-777469,418
272950,327;-777653,889
272876,173;-777838,068
272801,287;-778021,950
272725,670;-778205,532
272649,324;-778388,812
272572,248;-778571,787
272494,446;-778754,454
272415,917;-778936,810
272336,664;-779118,852
272256,687;-779300,578
272175,988;-779481,984
272094,567;-779663,067
272012,427;-779843,825
271929,569;-780024,255
271845,993;-780204,353
271761,701;-780384,118
271676,695;-780563,546
271590,976;-780742,635
271504,545;-780921,381
271417,404;-781099,781
271329,553;-781277,834
271240,995;-781455,536
271151,731;-781632,884
271061,762;-781809,875
270971,089;-781986,508
270879,715;-782162,778
270787,640;-782338,683
270694,866;-782514,220
270601,394;-782689,387
270507,226;-782864,181
270412,364;-783038,599
270316,808;-783212,638
270220,561;-783386,295
270123,623;-783559,568
270137,248;-783758,016
270150,076;-783956,517
270162,106;-784155,067
270173,338;-784353,664
270183,773;-784552,305
270193,410;-784750,986
270202,248;-784949,704
270210,289;-785148,457
270217,530;-785347,239
270223,974;-785546,050
270229,618;-785744,884
270234,464;-785943,740
270238,511;-786142,613
270241,759;-786341,501
270244,208;-786540,401
270245,859;-786739,309
270246,710;-786938,222
270246,762;-787137,136
270246,015;-787336,050
270244,470;-787534,958
270242,125;-787733,859
270238,981;-787932,749
270235,039;-788131,624
270230,297;-788330,483
270224,757;-788529,320
270218,418;-788728,134
270211,281;-788926,920
270203,345;-789125,677
270194,611;-789324,399
270185,078;-789523,086
270174,748;-789721,732
270163,620;-789920,335
270151,694;-790118,892
270138,971;-790317,399
270125,450;-790515,854
270111,132;-790714,252
270096,018;-790912,592
270080,107;-791110,869
270063,399;-791309,081
270045,896;-791507,224
270027,597;-791705,295
270008,502;-791903,291
269988,612;-792101,209
269967,927;-792299,045
269946,448;-792496,797
269924,174;-792694,461
269901,107;-792892,033
269877,247;-793089,512
269852,593;-793286,893
269827,146;-793484,173
269800,908;-793681,349
269773,877;-793878,419
269746,055;-794075,378
269717,443;-794272,224
269688,039;-794468,954
269657,846;-794665,564
269626,863;-794862,051
269595,092;-795058,411
269562,531;-795254,643
269529,183;-795450,742
269495,047;-795646,706
269528,702;-795843,068
269561,572;-796039,562
269593,655;-796236,186
269624,951;-796432,938
269655,459;-796629,813
269685,180;-796826,808
269714,112;-797023,921
269742,255;-797221,147
269769,609;-797418,485
269796,174;-797615,931
269821,948;-797813,481
269846,931;-798011,133
269871,124;-798208,884
269894,525;-798406,729
269917,134;-798604,667
269938,952;-798802,693
269959,976;-799000,805
269980,209;-799199,000
269999,647;-799397,274
270018,293;-799595,624
270036,145;-799794,048
270053,202;-799992,541
270069,466;-800191,101
270084,935;-800389,724
270099,609;-800588,407
270113,488;-800787,148
270126,572;-800985,942
270138,860;-801184,788
270150,353;-801383,681
270161,050;-801582,618
270170,951;-801781,597
270180,055;-801980,613
270188,364;-802179,664
270195,876;-802378,747
270202,591;-802577,859
270208,510;-802776,996
270213,632;-802976,155
270217,957;-803175,332
270221,485;-803374,526
270224,216;-803573,732
270226,150;-803772,947
270227,287;-803972,168
270227,627;-804171,393
270227,170;-804370,617
270225,916;-804569,838
270223,864;-804769,052
270221,016;-804968,256
270217,371;-805167,447
270212,929;-805366,623
270207,690;-805565,778
270201,654;-805764,912
270194,822;-805964,019
270187,193;-806163,098
270178,767;-806362,144
270169,545;-806561,155
270159,528;-806760,128
270148,714;-806959,059
270137,104;-807157,945
270168,882;-807348,121
270199,917;-807538,419
270230,209;-807728,838
270259,756;-807919,373
270288,559;-808110,022
270316,617;-808300,782
270343,929;-808491,650
270370,495;-808682,624
270396,315;-808873,700
270421,389;-809064,875
270445,716;-809256,147
270469,295;-809447,512
270492,126;-809638,968
270514,209;-809830,512
270535,544;-810022,141
270556,130;-810213,851
270575,967;-810405,641
270595,054;-810597,506
270613,392;-810789,445
270630,980;-810981,453
270647,818;-811173,529
270663,905;-811365,670
270679,241;-811557,871
270693,827;-811750,131
270707,661;-811942,447
270720,744;-812134,815
270733,075;-812327,233
270744,654;-812519,698
270755,482;-812712,206
270765,557;-812904,755
270774,880;-813097,342
270783,451;-813289,964
271075,410;-820080,179
271101,540;-820813,102
271121,479;-822135,909
271133,433;-828622,788
271133,426;-828822,308
271132,623;-829021,826
271131,023;-829221,339
271128,626;-829420,844
271125,433;-829620,338
271121,443;-829819,818
271116,656;-830019,280
271111,074;-830218,721
271104,694;-830418,139
271097,519;-830617,529
271089,547;-830816,889
271080,779;-831016,216
271071,216;-831215,506
271060,856;-831414,757
271049,702;-831613,964
271037,751;-831813,126
271025,006;-832012,238
271011,465;-832211,297
270997,130;-832410,301
270982,000;-832609,246
270966,076;-832808,129
270949,358;-833006,947
270931,846;-833205,697
270913,541;-833404,375
270894,442;-833602,978
270874,551;-833801,504
270853,867;-833999,948
270832,391;-834198,309
270810,122;-834396,582
270787,062;-834594,764
270763,211;-834792,853
270738,570;-834990,845
270713,137;-835188,737
270686,915;-835386,526
270659,903;-835584,208
270632,102;-835781,782
270603,512;-835979,242
270574,134;-836176,587
270543,969;-836373,813
270513,016;-836570,917
270481,276;-836767,896
270448,749;-836964,746
270415,437;-837161,465
270381,340;-837358,049
270346,458;-837554,496
270310,792;-837750,802
270274,342;-837946,964
270237,109;-838142,978
270199,094;-838338,843
270160,297;-838534,554
270120,718;-838730,109
270080,359;-838925,504
270039,221;-839120,736
269997,303;-839315,802
269954,606;-839510,700
269911,131;-839705,425
269866,880;-839899,976
269821,851;-840094,348
269776,047;-840288,539
269729,468;-840482,545
269682,114;-840676,364
269633,987;-840869,992
269585,087;-841063,426
269535,415;-841256,664
269484,972;-841449,701
269433,759;-841642,536
269381,775;-841835,165
269329,023;-842027,584
269275,503;-842219,791
269221,216;-842411,784
269166,163;-842603,557
269110,345;-842795,110
269053,762;-842986,438
268996,415;-843177,538
268938,306;-843368,408
268879,435;-843559,045
268819,803;-843749,445
268759,411;-843939,605
268698,261;-844129,522
268636,353;-844319,194
268573,687;-844508,617
268510,266;-844697,789
268446,090;-844886,705
268381,160;-845075,364
268315,478;-845263,762
268249,043;-845451,897
268181,858;-845639,764
268113,923;-845827,362
268045,240;-846014,687
267975,809;-846201,736
267905,631;-846388,506
267834,709;-846574,995
267763,042;-846761,199
267690,633;-846947,116
267617,481;-847132,741
267543,589;-847318,073
267468,957;-847503,109
267393,588;-847687,845
267317,481;-847872,279
267240,638;-848056,407
267163,060;-848240,227
267084,750;-848423,736
267005,707;-848606,931
266925,933;-848789,808
266845,429;-848972,366
266764,197;-849154,600
266682,238;-849336,509
266599,554;-849518,089
266516,145;-849699,337
266432,012;-849880,251
266347,158;-850060,828
266261,584;-850241,064
266175,291;-850420,957
266088,280;-850600,504
266000,552;-850779,702
265912,110;-850958,548
265822,955;-851137,040
265733,087;-851315,175
265642,509;-851492,949
265551,221;-851670,360
265459,226;-851847,405
265366,525;-852024,081
265273,119;-852200,386
265179,009;-852376,316
265084,198;-852551,869
264988,687;-852727,042
264892,477;-852901,833
264795,569;-853076,237
264697,966;-853250,254
264599,669;-853423,879
264500,679;-853597,110
264400,999;-853769,945
264300,629;-853942,380
264199,571;-854114,413
264097,827;-854286,042
263995,399;-854457,262
263892,287;-854628,072
263788,495;-854798,469
263684,023;-854968,450
263578,873;-855138,013
263473,046;-855307,155
263366,545;-855475,872
263259,372;-855644,163
263151,527;-855812,025
263043,012;-855979,454
262933,830;-856146,449
262823,982;-856313,007
262713,470;-856479,125
262602,295;-856644,800
262490,460;-856810,030
262377,965;-856974,811
262264,814;-857139,143
262151,007;-857303,021
262036,547;-857466,444
261921,435;-857629,408
261805,673;-857791,911
261689,264;-857953,950
261572,208;-858115,524
261454,508;-858276,629
261336,165;-858437,262
261217,182;-858597,422
261097,561;-858757,105
260977,302;-858916,309
260856,409;-859075,032
260734,884;-859233,271
260612,727;-859391,023
260489,941;-859548,286
260366,528;-859705,058
260242,491;-859861,336
260117,830;-860017,117
259992,548;-860172,399
259866,647;-860327,179
259740,129;-860481,456
259612,996;-860635,226
259485,250;-860788,487
259356,893;-860941,237
259227,927;-861093,473
259098,354;-861245,193
258968,176;-861396,394
258837,396;-861547,074
258706,015;-861697,231
258574,035;-861846,862
258603,615;-862044,021
258632,409;-862241,295
258660,416;-862438,683
258687,635;-862636,182
258714,066;-862833,787
258739,709;-863031,496
258764,563;-863229,305
258788,628;-863427,213
258811,904;-863625,214
258834,390;-863823,307
258856,085;-864021,488
258876,990;-864219,754
258897,104;-864418,102
258916,426;-864616,528
258934,957;-864815,030
258952,697;-865013,605
258969,644;-865212,248
258985,799;-865410,957
259001,161;-865609,730
259015,730;-865808,562
259029,506;-866007,450
259042,489;-866206,392
259054,678;-866405,384
259066,073;-866604,423
259076,675;-866803,506
259086,482;-867002,630
259095,495;-867201,791
259103,714;-867400,986
259111,138;-867600,213
259117,768;-867799,468
259123,603;-867998,747
259128,643;-868198,049
259132,888;-868397,368
259136,338;-868596,704
259138,993;-868796,051
259140,853;-868995,407
259141,918;-869194,769
259142,187;-869394,134
259141,662;-869593,499
259140,341;-869792,859
259138,226;-869992,213
259135,315;-870191,557
259131,609;-870390,887
259127,108;-870590,202
259121,813;-870789,496
259115,722;-870988,768
259108,837;-871188,014
259101,157;-871387,231
259092,683;-871586,416
259083,414;-871785,566
259073,351;-871984,677
259062,495;-872183,746
259050,844;-872382,770
259038,399;-872581,746
259025,161;-872780,671
259011,130;-872979,542
258996,306;-873178,355
258980,689;-873377,107
258964,279;-873575,796
258947,077;-873774,417
258929,083;-873972,969
258910,297;-874171,447
258890,720;-874369,848
258870,352;-874568,170
258849,193;-874766,409
258827,243;-874964,562
258804,503;-875162,626
258780,974;-875360,598
258756,655;-875558,474
258731,547;-875756,251
258705,650;-875953,927
258678,966;-876151,498
258651,493;-876348,961
258623,233;-876546,313
258594,187;-876743,551
258564,353;-876940,671
258533,734;-877137,671
258502,330;-877334,547
258470,140;-877531,296
258437,166;-877727,915
258403,408;-877924,402
258368,867;-878120,752
258333,543;-878316,962
258297,437;-878513,030
258260,548;-878708,953
258222,879;-878904,727
258184,430;-879100,349
258145,200;-879295,816
258105,191;-879491,126
258064,403;-879686,274
258022,838;-879881,258
257980,495;-880076,074
257937,376;-880270,720
257893,480;-880465,193
257848,809;-880659,489
257803,364;-880853,605
257757,145;-881047,539
257710,152;-881241,286
257662,388;-881434,845
257613,851;-881628,211
257564,544;-881821,383
257514,467;-882014,356
257463,621;-882207,128
257412,006;-882399,696
257359,624;-882592,056
257306,474;-882784,206
257252,559;-882976,142
257197,879;-883167,862
257142,434;-883359,362
257086,227;-883550,640
257029,257;-883741,692
256971,525;-883932,515
256913,032;-884123,106
256853,780;-884313,463
256793,770;-884503,581
256733,001;-884693,459
256671,476;-884883,093
256609,194;-885072,480
256546,158;-885261,617
256482,369;-885450,502
256417,826;-885639,130
256352,531;-885827,499
256286,486;-886015,607
256219,691;-886203,450
256152,147;-886391,024
256083,856;-886578,328
256014,818;-886765,358
255945,035;-886952,111
255874,508;-887138,584
255803,237;-887324,775
255731,225;-887510,680
255658,471;-887696,296
255584,978;-887881,620
255510,746;-888066,650
255435,777;-888251,383
255360,072;-888435,814
255283,632;-888619,943
255206,458;-888803,765
255128,551;-888987,278
255049,913;-889170,479
254970,545;-889353,364
254890,449;-889535,932
254809,624;-889718,178
254728,074;-889900,101
254645,799;-890081,698
254562,800;-890262,964
254479,078;-890443,898
254394,636;-890624,497
254309,474;-890804,758
254223,594;-890984,677
254136,997;-891164,253
254049,685;-891343,481
253961,658;-891522,360
253872,919;-891700,887
253783,468;-891879,058
253693,307;-892056,871
253602,438;-892234,323
253510,862;-892411,411
253418,581;-892588,133
253325,595;-892764,485
253231,906;-892940,465
253137,517;-893116,070
253042,428;-893291,297
252946,641;-893466,143
252850,157;-893640,606
252752,978;-893814,682
252655,106;-893988,370
252556,541;-894161,666
252457,287;-894334,567
252357,343;-894507,072
252256,713;-894679,176
252155,396;-894850,877
252053,396;-895022,174
251950,713;-895193,061
251847,350;-895363,538
251743,307;-895533,602
251638,587;-895703,249
251533,192;-895872,477
251427,122;-896041,283
251320,379;-896209,665
251212,966;-896377,620
251104,884;-896545,145
250996,135;-896712,238
250886,720;-896878,896
250776,642;-897045,116
250665,901;-897210,896
250554,500;-897376,232
250442,440;-897541,123
250329,724;-897705,566
250216,353;-897869,558
250102,328;-898033,097
249987,652;-898196,179
249872,327;-898358,803
249756,354;-898520,965
249639,735;-898682,664
249522,472;-898843,896
249404,567;-899004,659
249286,022;-899164,951
249166,839;-899324,769
249047,019;-899484,110
248926,564;-899642,972
248805,477;-899801,352
248683,759;-899959,248
248561,412;-900116,658
248438,439;-900273,578
248314,841;-900430,006
248190,619;-900585,940
248065,777;-900741,378
247940,316;-900896,316
247814,238;-901050,753
247687,545;-901204,686
247560,239;-901358,112
247432,322;-901511,029
247303,796;-901663,435
247174,663;-901815,327
247044,926;-901966,703
246914,586;-902117,560
246783,645;-902267,896
246652,106;-902417,709
246519,970;-902566,995
246387,240;-902715,754
246253,918;-902863,982
246120,005;-903011,677
245985,505;-903158,837
245850,419;-903305,460
245714,749;-903451,542
245578,497;-903597,082
245441,666;-903742,078
